excel_unit_text,excel_drug_name,excel_price_yen,excel_strength
錠,アトモキセチン塩酸塩,64.7,40ｍｇ1カプセル
錠,アトモキセチン塩酸塩,64.7,40ｍｇ1カプセル
錠,アトモキセチン塩酸塩,64.7,40ｍｇ1カプセル
錠,アトモキセチン塩酸塩,65.1,0．4％1ｍＬ
錠,アトモキセチン塩酸塩,39.5,0．4％1ｍＬ
錠,アトモキセチン塩酸塩,39.5,0．4％1ｍＬ
錠,アトモキセチン塩酸塩,46.2,0．4％1ｍＬ
錠,ミルタザピン,13.3,15ｍｇ1錠
錠,ミルタザピン,76.3,15ｍｇ1錠
錠,ミルタザピン,61.9,15ｍｇ1錠
錠,ミルタザピン,25.3,15ｍｇ1錠
錠,ミルタザピン,15.7,15ｍｇ1錠
錠,ミルタザピン,15.7,15ｍｇ1錠
錠,ミルタザピン,15.7,15ｍｇ1錠
錠,ミルタザピン,15.7,15ｍｇ1錠
錠,ミルタザピン,28.9,15ｍｇ1錠
錠,ミルタザピン,24.4,30ｍｇ1錠
錠,ミルタザピン,117.8,30ｍｇ1錠
錠,ミルタザピン,111.8,30ｍｇ1錠
錠,ミルタザピン,38.5,30ｍｇ1錠
錠,ミルタザピン,46.1,30ｍｇ1錠
錠,ミルタザピン,27.7,30ｍｇ1錠
錠,ミルタザピン,27.7,30ｍｇ1錠
錠,ミルタザピン,27.7,30ｍｇ1錠
錠,ミルタザピン,27.7,30ｍｇ1錠
錠,ミルタザピン,46.1,30ｍｇ1錠
錠,ミルタザピン,13.3,15ｍｇ1錠
錠,ミルタザピン,25.3,15ｍｇ1錠
錠,ミルタザピン,15.7,15ｍｇ1錠
錠,ミルタザピン,15.7,15ｍｇ1錠
錠,ミルタザピン,15.7,15ｍｇ1錠
錠,ミルタザピン,24.4,30ｍｇ1錠
錠,ミルタザピン,38.5,30ｍｇ1錠
錠,ミルタザピン,42.5,30ｍｇ1錠
錠,ミルタザピン,27.7,30ｍｇ1錠
錠,ミルタザピン,27.7,30ｍｇ1錠
錠,デュロキセチン塩酸塩,25.7,20ｍｇ1錠
錠,デュロキセチン塩酸塩,25.7,20ｍｇ1錠
錠,デュロキセチン塩酸塩,34.6,30ｍｇ1錠
錠,デュロキセチン塩酸塩,34.6,30ｍｇ1錠
錠,デュロキセチン塩酸塩,25.7,20ｍｇ1錠
錠,デュロキセチン塩酸塩,25.7,20ｍｇ1錠
錠,デュロキセチン塩酸塩,34.6,30ｍｇ1錠
錠,デュロキセチン塩酸塩,34.6,30ｍｇ1錠
錠,デュロキセチン塩酸塩,21.7,20ｍｇ1カプセル
錠,デュロキセチン塩酸塩,72.8,20ｍｇ1カプセル
錠,デュロキセチン塩酸塩,25.7,20ｍｇ1カプセル
錠,デュロキセチン塩酸塩,31.7,20ｍｇ1カプセル
錠,デュロキセチン塩酸塩,25.7,20ｍｇ1カプセル
錠,デュロキセチン塩酸塩,25.7,20ｍｇ1カプセル
錠,デュロキセチン塩酸塩,25.7,20ｍｇ1カプセル
錠,デュロキセチン塩酸塩,25.7,20ｍｇ1カプセル
錠,デュロキセチン塩酸塩,25.7,20ｍｇ1カプセル
錠,デュロキセチン塩酸塩,25.7,20ｍｇ1カプセル
錠,デュロキセチン塩酸塩,25.7,20ｍｇ1カプセル
錠,デュロキセチン塩酸塩,28.7,20ｍｇ1カプセル
錠,デュロキセチン塩酸塩,25.7,20ｍｇ1カプセル
錠,デュロキセチン塩酸塩,25.7,20ｍｇ1カプセル
錠,デュロキセチン塩酸塩,25.7,20ｍｇ1カプセル
錠,デュロキセチン塩酸塩,25.7,20ｍｇ1カプセル
錠,デュロキセチン塩酸塩,25.7,20ｍｇ1カプセル
錠,デュロキセチン塩酸塩,24.7,30ｍｇ1カプセル
錠,デュロキセチン塩酸塩,93.1,30ｍｇ1カプセル
錠,デュロキセチン塩酸塩,34.6,30ｍｇ1カプセル
錠,デュロキセチン塩酸塩,34.6,30ｍｇ1カプセル
錠,デュロキセチン塩酸塩,34.6,30ｍｇ1カプセル
錠,デュロキセチン塩酸塩,34.6,30ｍｇ1カプセル
錠,デュロキセチン塩酸塩,34.6,30ｍｇ1カプセル
錠,デュロキセチン塩酸塩,34.6,30ｍｇ1カプセル
錠,デュロキセチン塩酸塩,34.6,30ｍｇ1カプセル
錠,デュロキセチン塩酸塩,34.6,30ｍｇ1カプセル
錠,デュロキセチン塩酸塩,34.6,30ｍｇ1カプセル
錠,デュロキセチン塩酸塩,37.2,30ｍｇ1カプセル
錠,デュロキセチン塩酸塩,34.6,30ｍｇ1カプセル
錠,デュロキセチン塩酸塩,34.6,30ｍｇ1カプセル
錠,デュロキセチン塩酸塩,34.6,30ｍｇ1カプセル
錠,デュロキセチン塩酸塩,34.6,30ｍｇ1カプセル
錠,パリペリドン,227.8,3ｍｇ1錠
錠,パリペリドン,419.7,6ｍｇ1錠
錠,パリペリドン,528.9,9ｍｇ1錠
錠,エスシタロプラムシュウ酸塩,97.5,10ｍｇ1錠
錠,エスシタロプラムシュウ酸塩,46,10ｍｇ1錠
錠,エスシタロプラムシュウ酸塩,51.9,10ｍｇ1錠
錠,エスシタロプラムシュウ酸塩,51.9,10ｍｇ1錠
錠,エスシタロプラムシュウ酸塩,51.9,10ｍｇ1錠
錠,エスシタロプラムシュウ酸塩,51.9,10ｍｇ1錠
錠,エスシタロプラムシュウ酸塩,46,10ｍｇ1錠
錠,エスシタロプラムシュウ酸塩,51.9,10ｍｇ1錠
錠,エスシタロプラムシュウ酸塩,51.9,10ｍｇ1錠
錠,エスシタロプラムシュウ酸塩,46,10ｍｇ1錠
錠,エスシタロプラムシュウ酸塩,134.2,20ｍｇ1錠
錠,エスシタロプラムシュウ酸塩,66.1,20ｍｇ1錠
錠,エスシタロプラムシュウ酸塩,77.9,20ｍｇ1錠
錠,エスシタロプラムシュウ酸塩,77.9,20ｍｇ1錠
錠,エスシタロプラムシュウ酸塩,77.9,20ｍｇ1錠
錠,エスシタロプラムシュウ酸塩,77.9,20ｍｇ1錠
錠,エスシタロプラムシュウ酸塩,77.9,20ｍｇ1錠
錠,エスシタロプラムシュウ酸塩,77.9,20ｍｇ1錠
錠,エスシタロプラムシュウ酸塩,77.9,20ｍｇ1錠
錠,エスシタロプラムシュウ酸塩,66.1,20ｍｇ1錠
錠,エスシタロプラムシュウ酸塩,51.9,10ｍｇ1錠
錠,エスシタロプラムシュウ酸塩,51.9,10ｍｇ1錠
錠,エスシタロプラムシュウ酸塩,51.9,10ｍｇ1錠
錠,エスシタロプラムシュウ酸塩,77.9,20ｍｇ1錠
錠,エスシタロプラムシュウ酸塩,77.9,20ｍｇ1錠
錠,エスシタロプラムシュウ酸塩,77.9,20ｍｇ1錠
錠,ベンラファキシン塩酸塩,101.9,37．5ｍｇ1カプセル
錠,ベンラファキシン塩酸塩,167.6,75ｍｇ1カプセル
錠,アセナピンマレイン酸塩,199.6,5ｍｇ1錠
錠,アセナピンマレイン酸塩,307,10ｍｇ1錠
錠,グアンファシン塩酸塩,398.8,1ｍｇ1錠
錠,グアンファシン塩酸塩,527.2,3ｍｇ1錠
錠,ブレクスピプラゾール,128.7,0．5ｍｇ1錠
錠,ブレクスピプラゾール,241.8,1ｍｇ1錠
錠,ブレクスピプラゾール,461.9,2ｍｇ1錠
錠,リスデキサンフェタミンメシル酸塩,660.5,20ｍｇ1カプセル
錠,リスデキサンフェタミンメシル酸塩,731.4,30ｍｇ1カプセル
錠,ボルチオキセチン臭化水素酸塩,161.7,10ｍｇ1錠
錠,ボルチオキセチン臭化水素酸塩,242.5,20ｍｇ1錠
錠,ルラシドン塩酸塩,159.1,20ｍｇ1錠
錠,ルラシドン塩酸塩,295.8,40ｍｇ1錠
錠,ルラシドン塩酸塩,420.4,60ｍｇ1錠
錠,ルラシドン塩酸塩,438.6,80ｍｇ1錠
錠,非ピリン系感冒剤,6.7,1ｇ
錠,非ピリン系感冒剤,6.5,1ｇ
錠,非ピリン系感冒剤,6.5,1ｇ
錠,非ピリン系感冒剤,6.5,1ｇ
錠,非ピリン系感冒剤,6.5,1ｇ
錠,非ピリン系感冒剤,6.7,1ｇ
錠,非ピリン系感冒剤,9.1,1ｇ
錠,非ピリン系感冒剤,6.7,1ｇ
錠,非ピリン系感冒剤,4.9,1錠
錠,チアプリド塩酸塩,10.7,10％1ｇ
錠,チアプリド塩酸塩,19.8,10％1ｇ
錠,チアプリド塩酸塩,8.2,25ｍｇ1錠
錠,チアプリド塩酸塩,12.5,25ｍｇ1錠
錠,チアプリド塩酸塩,10.4,50ｍｇ1錠
錠,チアプリド塩酸塩,16.1,50ｍｇ1錠
錠,マジンドール,165.8,0．5ｍｇ1錠
錠,リルゾール,1063.3,50ｍｇ1錠
錠,リルゾール,383.5,50ｍｇ1錠
錠,リルゾール,383.5,50ｍｇ1錠
錠,ドネペジル塩酸塩,42,0．5％1ｇ
錠,ドネペジル塩酸塩,83.1,0．5％1ｇ
錠,ドネペジル塩酸塩,13,3ｍｇ1錠
錠,ドネペジル塩酸塩,51.2,3ｍｇ1錠
錠,ドネペジル塩酸塩,29.1,3ｍｇ1錠
錠,ドネペジル塩酸塩,32.3,3ｍｇ1錠
錠,ドネペジル塩酸塩,32.3,3ｍｇ1錠
錠,ドネペジル塩酸塩,29.1,3ｍｇ1錠
錠,ドネペジル塩酸塩,32.3,3ｍｇ1錠
錠,ドネペジル塩酸塩,29.1,3ｍｇ1錠
錠,ドネペジル塩酸塩,32.3,3ｍｇ1錠
錠,ドネペジル塩酸塩,29.1,3ｍｇ1錠
錠,ドネペジル塩酸塩,29.1,3ｍｇ1錠
錠,ドネペジル塩酸塩,32.3,3ｍｇ1錠
錠,ドネペジル塩酸塩,32.3,3ｍｇ1錠
錠,ドネペジル塩酸塩,29.1,3ｍｇ1錠
錠,ドネペジル塩酸塩,29.1,3ｍｇ1錠
錠,ドネペジル塩酸塩,32.3,3ｍｇ1錠
錠,ドネペジル塩酸塩,29.1,3ｍｇ1錠
錠,ドネペジル塩酸塩,23.5,5ｍｇ1錠
錠,ドネペジル塩酸塩,76.1,5ｍｇ1錠
錠,ドネペジル塩酸塩,43.4,5ｍｇ1錠
錠,ドネペジル塩酸塩,48.3,5ｍｇ1錠
錠,ドネペジル塩酸塩,48.3,5ｍｇ1錠
錠,ドネペジル塩酸塩,43.4,5ｍｇ1錠
錠,ドネペジル塩酸塩,43.4,5ｍｇ1錠
錠,ドネペジル塩酸塩,43.4,5ｍｇ1錠
錠,ドネペジル塩酸塩,43.4,5ｍｇ1錠
錠,ドネペジル塩酸塩,48.3,5ｍｇ1錠
錠,ドネペジル塩酸塩,43.4,5ｍｇ1錠
錠,ドネペジル塩酸塩,43.4,5ｍｇ1錠
錠,ドネペジル塩酸塩,48.3,5ｍｇ1錠
錠,ドネペジル塩酸塩,43.4,5ｍｇ1錠
錠,ドネペジル塩酸塩,13,3ｍｇ1錠
錠,ドネペジル塩酸塩,51.2,3ｍｇ1錠
錠,ドネペジル塩酸塩,32.3,3ｍｇ1錠
錠,ドネペジル塩酸塩,32.3,3ｍｇ1錠
錠,ドネペジル塩酸塩,29.1,3ｍｇ1錠
錠,ドネペジル塩酸塩,32.3,3ｍｇ1錠
錠,ドネペジル塩酸塩,29.1,3ｍｇ1錠
錠,ドネペジル塩酸塩,29.1,3ｍｇ1錠
錠,ドネペジル塩酸塩,32.3,3ｍｇ1錠
錠,ドネペジル塩酸塩,29.1,3ｍｇ1錠
錠,ドネペジル塩酸塩,29.1,3ｍｇ1錠
錠,ドネペジル塩酸塩,32.3,3ｍｇ1錠
錠,ドネペジル塩酸塩,29.1,3ｍｇ1錠
錠,ドネペジル塩酸塩,29.1,3ｍｇ1錠
錠,ドネペジル塩酸塩,32.3,3ｍｇ1錠
錠,ドネペジル塩酸塩,29.1,3ｍｇ1錠
錠,ドネペジル塩酸塩,29.1,3ｍｇ1錠
錠,ドネペジル塩酸塩,29.1,3ｍｇ1錠
錠,ドネペジル塩酸塩,29.1,3ｍｇ1錠
錠,ドネペジル塩酸塩,29.1,3ｍｇ1錠
錠,ドネペジル塩酸塩,23.5,5ｍｇ1錠
錠,ドネペジル塩酸塩,76.1,5ｍｇ1錠
錠,ドネペジル塩酸塩,48.3,5ｍｇ1錠
錠,ドネペジル塩酸塩,48.3,5ｍｇ1錠
錠,ドネペジル塩酸塩,43.4,5ｍｇ1錠
錠,ドネペジル塩酸塩,48.3,5ｍｇ1錠
錠,ドネペジル塩酸塩,43.4,5ｍｇ1錠
錠,ドネペジル塩酸塩,43.4,5ｍｇ1錠
錠,ドネペジル塩酸塩,43.4,5ｍｇ1錠
錠,ドネペジル塩酸塩,43.4,5ｍｇ1錠
錠,ドネペジル塩酸塩,43.4,5ｍｇ1錠
錠,ドネペジル塩酸塩,43.4,5ｍｇ1錠
錠,ドネペジル塩酸塩,48.3,5ｍｇ1錠
錠,ドネペジル塩酸塩,43.4,5ｍｇ1錠
錠,ドネペジル塩酸塩,43.4,5ｍｇ1錠
錠,ドネペジル塩酸塩,43.4,5ｍｇ1錠
錠,ドネペジル塩酸塩,43.4,5ｍｇ1錠
錠,ドネペジル塩酸塩,43.4,5ｍｇ1錠
錠,ドネペジル塩酸塩,41.1,10ｍｇ1錠
錠,ドネペジル塩酸塩,130.2,10ｍｇ1錠
錠,ドネペジル塩酸塩,73.1,10ｍｇ1錠
錠,ドネペジル塩酸塩,73.1,10ｍｇ1錠
錠,ドネペジル塩酸塩,82.1,10ｍｇ1錠
錠,ドネペジル塩酸塩,73.1,10ｍｇ1錠
錠,ドネペジル塩酸塩,82.1,10ｍｇ1錠
錠,ドネペジル塩酸塩,73.1,10ｍｇ1錠
錠,ドネペジル塩酸塩,73.1,10ｍｇ1錠
錠,ドネペジル塩酸塩,82.1,10ｍｇ1錠
錠,ドネペジル塩酸塩,73.1,10ｍｇ1錠
錠,ドネペジル塩酸塩,82.1,10ｍｇ1錠
錠,ドネペジル塩酸塩,73.1,10ｍｇ1錠
錠,ドネペジル塩酸塩,41.1,10ｍｇ1錠
錠,ドネペジル塩酸塩,130.2,10ｍｇ1錠
錠,ドネペジル塩酸塩,73.1,10ｍｇ1錠
錠,ドネペジル塩酸塩,73.1,10ｍｇ1錠
錠,ドネペジル塩酸塩,82.1,10ｍｇ1錠
錠,ドネペジル塩酸塩,73.1,10ｍｇ1錠
錠,ドネペジル塩酸塩,82.1,10ｍｇ1錠
錠,ドネペジル塩酸塩,73.1,10ｍｇ1錠
錠,ドネペジル塩酸塩,73.1,10ｍｇ1錠
錠,ドネペジル塩酸塩,82.1,10ｍｇ1錠
錠,ドネペジル塩酸塩,73.1,10ｍｇ1錠
錠,ドネペジル塩酸塩,73.1,10ｍｇ1錠
錠,ドネペジル塩酸塩,82.1,10ｍｇ1錠
錠,ドネペジル塩酸塩,73.1,10ｍｇ1錠
錠,ドネペジル塩酸塩,73.1,10ｍｇ1錠
錠,ドネペジル塩酸塩,82.1,10ｍｇ1錠
錠,ドネペジル塩酸塩,73.1,10ｍｇ1錠
錠,ドネペジル塩酸塩,73.1,10ｍｇ1錠
錠,ドネペジル塩酸塩,99.7,3ｍｇ1個
錠,ドネペジル塩酸塩,85.1,3ｍｇ1個
錠,ドネペジル塩酸塩,108.5,5ｍｇ1個
錠,ドネペジル塩酸塩,114.8,5ｍｇ1個
錠,ドネペジル塩酸塩,116.4,10ｍｇ1個
錠,ドネペジル塩酸塩,217.2,10ｍｇ1個
錠,ドネペジル塩酸塩,259.6,10ｍｇ1個
錠,ドネペジル塩酸塩,210.8,1％1ｇ
錠,ドネペジル塩酸塩,44,3ｍｇ1．5ｍＬ1包
錠,ドネペジル塩酸塩,114.8,5ｍｇ2．5ｍＬ1包
錠,ドネペジル塩酸塩,116.4,10ｍｇ5ｍＬ1包
錠,ピラセタム,24.2,33．3％1ｍＬ
錠,タルチレリン水和物,651.3,5ｍｇ1錠
錠,タルチレリン水和物,200.4,5ｍｇ1錠
錠,タルチレリン水和物,200.4,5ｍｇ1錠
錠,タルチレリン水和物,200.4,5ｍｇ1錠
錠,タルチレリン水和物,190.6,5ｍｇ1錠
錠,タルチレリン水和物,651.3,5ｍｇ1錠
錠,タルチレリン水和物,200.4,5ｍｇ1錠
錠,タルチレリン水和物,200.4,5ｍｇ1錠
錠,タルチレリン水和物,200.4,5ｍｇ1錠
錠,ナルフラフィン塩酸塩,503.9,2．5μｇ1錠
錠,ナルフラフィン塩酸塩,234.2,2．5μｇ1錠
錠,ナルフラフィン塩酸塩,234.2,2．5μｇ1錠
錠,ナルフラフィン塩酸塩,234.2,2．5μｇ1錠
錠,ナルフラフィン塩酸塩,114.4,2．5μｇ1カプセル
錠,ナルフラフィン塩酸塩,234.2,2．5μｇ1カプセル
錠,ナルフラフィン塩酸塩,234.2,2．5μｇ1カプセル
錠,ナルフラフィン塩酸塩,234.2,2．5μｇ1カプセル
錠,ナルフラフィン塩酸塩,234.2,2．5μｇ1カプセル
錠,ラメルテオン,41.1,8ｍｇ1錠
錠,ラメルテオン,22.8,8ｍｇ1錠
錠,ラメルテオン,18.9,8ｍｇ1錠
錠,ラメルテオン,20.9,8ｍｇ1錠
錠,ラメルテオン,18.9,8ｍｇ1錠
錠,ラメルテオン,18.9,8ｍｇ1錠
錠,ラメルテオン,20.9,8ｍｇ1錠
錠,プレガバリン,7.1,25ｍｇ1錠
錠,プレガバリン,31.8,25ｍｇ1錠
錠,プレガバリン,12.4,25ｍｇ1錠
錠,プレガバリン,11.4,25ｍｇ1錠
錠,プレガバリン,11.4,25ｍｇ1錠
錠,プレガバリン,11.4,25ｍｇ1錠
錠,プレガバリン,11.4,25ｍｇ1錠
錠,プレガバリン,11.4,25ｍｇ1錠
錠,プレガバリン,11.4,25ｍｇ1錠
錠,プレガバリン,11.4,25ｍｇ1錠
錠,プレガバリン,11.4,25ｍｇ1錠
錠,プレガバリン,11.4,25ｍｇ1錠
錠,プレガバリン,11.4,25ｍｇ1錠
錠,プレガバリン,11.4,25ｍｇ1錠
錠,プレガバリン,11.4,25ｍｇ1錠
錠,プレガバリン,12.1,75ｍｇ1錠
錠,プレガバリン,52.4,75ｍｇ1錠
錠,プレガバリン,18.3,75ｍｇ1錠
錠,プレガバリン,20,75ｍｇ1錠
錠,プレガバリン,18.3,75ｍｇ1錠
錠,プレガバリン,18.3,75ｍｇ1錠
錠,プレガバリン,18.3,75ｍｇ1錠
錠,プレガバリン,18.3,75ｍｇ1錠
錠,プレガバリン,18.3,75ｍｇ1錠
錠,プレガバリン,18.3,75ｍｇ1錠
錠,プレガバリン,18.3,75ｍｇ1錠
錠,プレガバリン,18.3,75ｍｇ1錠
錠,プレガバリン,18.3,75ｍｇ1錠
錠,プレガバリン,18.3,75ｍｇ1錠
錠,プレガバリン,18.3,75ｍｇ1錠
錠,プレガバリン,18.3,75ｍｇ1錠
錠,プレガバリン,16.4,150ｍｇ1錠
錠,プレガバリン,66.3,150ｍｇ1錠
錠,プレガバリン,25.3,150ｍｇ1錠
錠,プレガバリン,25.3,150ｍｇ1錠
錠,プレガバリン,29.2,150ｍｇ1錠
錠,プレガバリン,25.3,150ｍｇ1錠
錠,プレガバリン,25.3,150ｍｇ1錠
錠,プレガバリン,25.3,150ｍｇ1錠
錠,プレガバリン,25.3,150ｍｇ1錠
錠,プレガバリン,25.3,150ｍｇ1錠
錠,プレガバリン,25.3,150ｍｇ1錠
錠,プレガバリン,25.3,150ｍｇ1錠
錠,プレガバリン,25.3,150ｍｇ1錠
錠,プレガバリン,25.3,150ｍｇ1錠
錠,プレガバリン,31,150ｍｇ1錠
錠,プレガバリン,25.3,150ｍｇ1錠
錠,プレガバリン,25.3,150ｍｇ1錠
錠,プレガバリン,15.3,50ｍｇ1錠
錠,プレガバリン,11.9,50ｍｇ1錠
錠,プレガバリン,11.9,50ｍｇ1錠
錠,プレガバリン,11.9,50ｍｇ1錠
錠,プレガバリン,31.8,25ｍｇ1カプセル
錠,プレガバリン,11.4,25ｍｇ1カプセル
錠,プレガバリン,11.4,25ｍｇ1カプセル
錠,プレガバリン,11.4,25ｍｇ1カプセル
錠,プレガバリン,52.4,75ｍｇ1カプセル
錠,プレガバリン,18.3,75ｍｇ1カプセル
錠,プレガバリン,18.3,75ｍｇ1カプセル
錠,プレガバリン,18.3,75ｍｇ1カプセル
錠,プレガバリン,66.3,150ｍｇ1カプセル
錠,プレガバリン,25.3,150ｍｇ1カプセル
錠,プレガバリン,25.3,150ｍｇ1カプセル
錠,プレガバリン,25.3,150ｍｇ1カプセル
錠,メマンチン塩酸塩,14,5ｍｇ1錠
錠,メマンチン塩酸塩,49.9,5ｍｇ1錠
錠,メマンチン塩酸塩,21.5,5ｍｇ1錠
錠,メマンチン塩酸塩,21.5,5ｍｇ1錠
錠,メマンチン塩酸塩,21.5,5ｍｇ1錠
錠,メマンチン塩酸塩,21.5,5ｍｇ1錠
錠,メマンチン塩酸塩,26.4,10ｍｇ1錠
錠,メマンチン塩酸塩,84.6,10ｍｇ1錠
錠,メマンチン塩酸塩,37.2,10ｍｇ1錠
錠,メマンチン塩酸塩,37.2,10ｍｇ1錠
錠,メマンチン塩酸塩,37.2,10ｍｇ1錠
錠,メマンチン塩酸塩,46.3,20ｍｇ1錠
錠,メマンチン塩酸塩,153.7,20ｍｇ1錠
錠,メマンチン塩酸塩,66,20ｍｇ1錠
錠,メマンチン塩酸塩,77.6,20ｍｇ1錠
錠,メマンチン塩酸塩,66,20ｍｇ1錠
錠,メマンチン塩酸塩,14,5ｍｇ1錠
錠,メマンチン塩酸塩,49.9,5ｍｇ1錠
錠,メマンチン塩酸塩,21.5,5ｍｇ1錠
錠,メマンチン塩酸塩,21.5,5ｍｇ1錠
錠,メマンチン塩酸塩,21.5,5ｍｇ1錠
錠,メマンチン塩酸塩,25.4,5ｍｇ1錠
錠,メマンチン塩酸塩,21.5,5ｍｇ1錠
錠,メマンチン塩酸塩,30.3,5ｍｇ1錠
錠,メマンチン塩酸塩,21.5,5ｍｇ1錠
錠,メマンチン塩酸塩,24.2,5ｍｇ1錠
錠,メマンチン塩酸塩,21.5,5ｍｇ1錠
錠,メマンチン塩酸塩,21.5,5ｍｇ1錠
錠,メマンチン塩酸塩,26.4,10ｍｇ1錠
錠,メマンチン塩酸塩,84.6,10ｍｇ1錠
錠,メマンチン塩酸塩,37.2,10ｍｇ1錠
錠,メマンチン塩酸塩,37.2,10ｍｇ1錠
錠,メマンチン塩酸塩,37.2,10ｍｇ1錠
錠,メマンチン塩酸塩,37.2,10ｍｇ1錠
錠,メマンチン塩酸塩,49.1,10ｍｇ1錠
錠,メマンチン塩酸塩,37.2,10ｍｇ1錠
錠,メマンチン塩酸塩,37.2,10ｍｇ1錠
錠,メマンチン塩酸塩,37.2,10ｍｇ1錠
錠,メマンチン塩酸塩,46.3,20ｍｇ1錠
錠,メマンチン塩酸塩,153.7,20ｍｇ1錠
錠,メマンチン塩酸塩,66,20ｍｇ1錠
錠,メマンチン塩酸塩,66,20ｍｇ1錠
錠,メマンチン塩酸塩,66,20ｍｇ1錠
錠,メマンチン塩酸塩,66,20ｍｇ1錠
錠,メマンチン塩酸塩,90.7,20ｍｇ1錠
錠,メマンチン塩酸塩,77.6,20ｍｇ1錠
錠,メマンチン塩酸塩,77.6,20ｍｇ1錠
錠,メマンチン塩酸塩,66,20ｍｇ1錠
錠,メマンチン塩酸塩,66,20ｍｇ1錠
錠,メマンチン塩酸塩,45.4,15ｍｇ1錠
錠,メマンチン塩酸塩,45.4,15ｍｇ1錠
錠,メマンチン塩酸塩,45.4,15ｍｇ1錠
錠,メマンチン塩酸塩,45.4,15ｍｇ1錠
錠,メマンチン塩酸塩,56.7,15ｍｇ1錠
錠,メマンチン塩酸塩,240.1,2％1ｇ
錠,メマンチン塩酸塩,104.9,2％1ｇ
錠,メマンチン塩酸塩,98,2％1ｇ
錠,ガランタミン臭化水素酸塩,51.4,4ｍｇ1錠
錠,ガランタミン臭化水素酸塩,92.1,8ｍｇ1錠
錠,ガランタミン臭化水素酸塩,107.6,12ｍｇ1錠
錠,ガランタミン臭化水素酸塩,51.4,4ｍｇ1錠
錠,ガランタミン臭化水素酸塩,18.4,4ｍｇ1錠
錠,ガランタミン臭化水素酸塩,18.4,4ｍｇ1錠
錠,ガランタミン臭化水素酸塩,21.9,4ｍｇ1錠
錠,ガランタミン臭化水素酸塩,18.4,4ｍｇ1錠
錠,ガランタミン臭化水素酸塩,18.4,4ｍｇ1錠
錠,ガランタミン臭化水素酸塩,18.4,4ｍｇ1錠
錠,ガランタミン臭化水素酸塩,18.4,4ｍｇ1錠
錠,ガランタミン臭化水素酸塩,18.4,4ｍｇ1錠
錠,ガランタミン臭化水素酸塩,24.1,8ｍｇ1錠
錠,ガランタミン臭化水素酸塩,92.1,8ｍｇ1錠
錠,ガランタミン臭化水素酸塩,29.3,8ｍｇ1錠
錠,ガランタミン臭化水素酸塩,33.2,8ｍｇ1錠
錠,ガランタミン臭化水素酸塩,29.3,8ｍｇ1錠
錠,ガランタミン臭化水素酸塩,29.3,8ｍｇ1錠
錠,ガランタミン臭化水素酸塩,29.3,8ｍｇ1錠
錠,ガランタミン臭化水素酸塩,27.6,12ｍｇ1錠
錠,ガランタミン臭化水素酸塩,107.6,12ｍｇ1錠
錠,ガランタミン臭化水素酸塩,36,12ｍｇ1錠
錠,ガランタミン臭化水素酸塩,42.4,12ｍｇ1錠
錠,ガランタミン臭化水素酸塩,36,12ｍｇ1錠
錠,ガランタミン臭化水素酸塩,36,12ｍｇ1錠
錠,ガランタミン臭化水素酸塩,36,12ｍｇ1錠
錠,ガランタミン臭化水素酸塩,36,12ｍｇ1錠
錠,ガランタミン臭化水素酸塩,50.9,0．4％1ｍＬ
錠,ガバペンチン　エナカルビル,58.1,300ｍｇ1錠
錠,テトラベナジン,375.6,12．5ｍｇ1錠
錠,アカンプロサートカルシウム,34.2,333ｍｇ1錠
錠,スボレキサント,90.8,15ｍｇ1錠
錠,スボレキサント,109.9,20ｍｇ1錠
錠,スボレキサント,69.3,10ｍｇ1錠
錠,フマル酸ジメチル,2061.7,120ｍｇ1カプセル
錠,フマル酸ジメチル,4132,240ｍｇ1カプセル
錠,ナルメフェン塩酸塩水和物,301.5,10ｍｇ1錠
錠,ミロガバリンベシル酸塩,67.2,2．5ｍｇ1錠
錠,ミロガバリンベシル酸塩,92.5,5ｍｇ1錠
錠,ミロガバリンベシル酸塩,127.9,10ｍｇ1錠
錠,ミロガバリンベシル酸塩,154.8,15ｍｇ1錠
錠,ミロガバリンベシル酸塩,67.2,2．5ｍｇ1錠
錠,ミロガバリンベシル酸塩,92.5,5ｍｇ1錠
錠,ミロガバリンベシル酸塩,127.9,10ｍｇ1錠
錠,ミロガバリンベシル酸塩,154.8,15ｍｇ1錠
錠,レンボレキサント,44.9,2．5ｍｇ1錠
錠,レンボレキサント,71.3,5ｍｇ1錠
錠,レンボレキサント,106.4,10ｍｇ1錠
錠,メラトニン,207.7,0．2％1ｇ
錠,メラトニン,103.9,1ｍｇ1錠
錠,メラトニン,155.9,2ｍｇ1錠
錠,リスジプラム,73831.9,5ｍｇ1錠
錠,リスジプラム,974463.7,60ｍｇ1瓶
錠,ラスミジタンコハク酸塩,324.7,50ｍｇ1錠
錠,ラスミジタンコハク酸塩,570.9,100ｍｇ1錠
錠,バルベナジントシル酸塩,2297.9,40ｍｇ1カプセル
錠,バルベナジントシル酸塩,1537.5,20ｍｇ1カプセル
錠,エダラボン,2744,2．1％1ｍＬ
錠,ダリドレキサント塩酸塩,57.3,25ｍｇ1錠
錠,ダリドレキサント塩酸塩,90.8,50ｍｇ1錠
錠,ボルノレキサント水和物,47.8,2．5ｍｇ1錠
錠,ボルノレキサント水和物,71.3,5ｍｇ1錠
