col_13,col_7,col_3,col_4,col_9,col_5,col_11,col_14,col_0,col_12,col_6,col_8,col_10,col_15,row,col_1,col_2
,チメピジウム臭化物30ｍｇ錠,30ｍｇ1錠,,後発品,,,,内用薬,5.9,,,,錠,1617,1249005F1017,チメピジウム臭化物水和物
,セスデンカプセル30ｍｇ,30ｍｇ1カプセル,,,,○,,内用薬,8.9,,ニプロ,先発品,錠,1618,1249005M1083,チメピジウム臭化物水和物
,バクロフェン錠,5ｍｇ1錠,局,,,,,内用薬,10.4,,,,錠,1619,1249006F1011,バクロフェン
,バクロフェン錠,10ｍｇ1錠,局,,,,,内用薬,16.9,,,,錠,1620,1249006F2018,バクロフェン
,コスパノン錠40ｍｇ,40ｍｇ1錠,,,,,,内用薬,6.1,,エーザイ,先発品,錠,1621,1249007F1032,フロプロピオン
,コスパノン錠80ｍｇ,80ｍｇ1錠,,,,,,内用薬,6.7,,エーザイ,先発品,錠,1622,1249007F2020,フロプロピオン
,コスパノンカプセル40ｍｇ,40ｍｇ1カプセル,局,,,,,内用薬,9.5,,エーザイ,先発品,錠,1623,1249007M1252,フロプロピオン
,アロフト錠20ｍｇ,20ｍｇ1錠,,,,,,内用薬,10.2,,ニプロ,先発品,錠,1624,1249008F1215,アフロクアロン
,ミオナール顆粒10％,10％1ｇ,,,,,,内用薬,25.6,,エーザイ,先発品,錠,1625,1249009D1030,エペリゾン塩酸塩
,エペリゾン塩酸塩50ｍｇ錠,50ｍｇ1錠,,後発品,,,,内用薬,6.1,,,,錠,1626,1249009F1015,エペリゾン塩酸塩
,ミオナール錠50ｍｇ,50ｍｇ1錠,,,,○,,内用薬,8.6,,エーザイ,先発品,錠,1627,1249009F1090,エペリゾン塩酸塩
,テルネリン顆粒0．2％,0．2％1ｇ,,,,,,内用薬,18.1,,サンファーマ,先発品,錠,1628,1249010D1025,チザニジン塩酸塩
,チザニジン塩酸塩1ｍｇ錠,1ｍｇ1錠,,後発品,,,,内用薬,6.1,,,,錠,1629,1249010F1018,チザニジン塩酸塩
,テルネリン錠1ｍｇ,1ｍｇ1錠,,,,○,,内用薬,8.1,,サンファーマ,先発品,錠,1630,1249010F1026,チザニジン塩酸塩
,チザニジン錠1ｍｇ「ＪＧ」,1ｍｇ1錠,,★,,,,内用薬,8.9,,長生堂製薬,,錠,1631,1249010F1271,チザニジン塩酸塩
,ロートエキス散,1ｇ,局,,,,,内用薬,7.7,,,,錠,1632,1249351B1010,ロートエキス
,ロートエキス散〈ハチ〉,1ｇ,局,,,,,内用薬,9.7,,東洋製薬化成,,錠,1633,1249351B1117,ロートエキス
,ビンダケルカプセル20ｍｇ,20ｍｇ1カプセル,,,,,,内用薬,9716.5,,ファイザー,先発品,錠,1634,1290001M1022,タファミジスメグルミン
,ファダプス錠10ｍｇ,10ｍｇ1錠,,,,,,内用薬,3848.7,,ダイドーファーマ,先発品,錠,1635,1290002F1028,アミファンプリジンリン酸塩
,アダプチノール錠5ｍｇ,5ｍｇ1錠,,,,,,内用薬,26.4,,バイエル薬品,,錠,1636,1319004F1035,ヘレニエン
,ストミンＡ配合錠,1錠,,,,,,内用薬,6.1,,ＮＩＳＳＨＡゾンネボード製薬,,錠,1637,1329100F1031,ニコチン酸アミド・パパベリン塩酸塩
,ジメンヒドリナート錠,50ｍｇ1錠,局,,,,,内用薬,10.4,,,,錠,1638,1331001F1010,ジメンヒドリナート
,イソメニールカプセル7．5ｍｇ,7．5ｍｇ1カプセル,,,,,,内用薬,8,,科研製薬,先発品,錠,1639,1339001N1039,ｄｌ－イソプレナリン塩酸塩
,ジフェニドール塩酸塩25ｍｇ錠,25ｍｇ1錠,,後発品,,,,内用薬,5.9,,,,錠,1640,1339002F1012,ジフェニドール塩酸塩
R8.3.31まで,ジフェニドール塩酸塩錠25ｍｇ「ＣＨ」,25ｍｇ1錠,,後発品,,,,内用薬,6.1,,長生堂製薬,,錠,1641,1339002F1411,ジフェニドール塩酸塩
,セファドール錠25ｍｇ,25ｍｇ1錠,,,,○,,内用薬,6.5,,日本新薬,先発品,錠,1642,1339002F1438,ジフェニドール塩酸塩
,ベタヒスチンメシル酸塩6ｍｇ錠,6ｍｇ1錠,,後発品,,,,内用薬,6.3,,,,錠,1643,1339005F1016,ベタヒスチンメシル酸塩
,メリスロン錠6ｍｇ,6ｍｇ1錠,局,,,○,,内用薬,9,,エーザイ,先発品,錠,1644,1339005F1296,ベタヒスチンメシル酸塩
,ベタヒスチンメシル酸塩12ｍｇ錠,12ｍｇ1錠,,後発品,,,,内用薬,6.6,,,,錠,1645,1339005F2012,ベタヒスチンメシル酸塩
,メリスロン錠12ｍｇ,12ｍｇ1錠,局,,,○,,内用薬,10.4,,エーザイ,先発品,錠,1646,1339005F2128,ベタヒスチンメシル酸塩
,トラベルミン配合錠,1錠,,,,,,内用薬,6.1,,アルフレッサファーマ,,錠,1647,1339100F1038,ジフェンヒドラミン・ジプロフィリン
,アセノベル徐放錠500ｍｇ,500ｍｇ1錠,,,,,,内用薬,2886.2,,ノーベルファーマ,先発品,錠,1648,1900001G1020,アセノイラミン酸
,ジゴキシン錠,0．25ｍｇ1錠,局,,,,,内用薬,10.1,,,,錠,1649,2113003F1014,ジゴキシン
,ジゴキシン錠,0．125ｍｇ1錠,局,,,,,内用薬,10.1,,,,錠,1650,2113003F2010,ジゴキシン
,ジゴキシン錠0．0625「ＫＹＯ」,0．0625ｍｇ1錠,局,,,,,内用薬,10.1,,京都薬品工業,,錠,1651,2113003F3025,ジゴキシン
,ジゴシン散0．1％,0．1％1ｇ,,,,,,内用薬,25.9,,太陽ファルマ,,錠,1652,2113004B1033,ジゴキシン
,ジゴシンエリキシル0．05ｍｇ／ｍＬ,0．005％10ｍＬ,,,,,,内用薬,36.9,,太陽ファルマ,,錠,1653,2113004S1033,ジゴキシン
,メチルジゴキシン錠0．1ｍｇ「ＮＩＧ」,0．1ｍｇ1錠,,後発品,,,,内用薬,6.1,,日医工岐阜工場,,錠,1654,2113005F1056,メチルジゴキシン
,ラニラピッド錠0．05ｍｇ,0．05ｍｇ1錠,,,,,,内用薬,5.9,,中外製薬,先発品,錠,1655,2113005F2028,メチルジゴキシン
,メチルジゴキシン錠0．05ｍｇ「ＮＩＧ」,0．05ｍｇ1錠,,★,,,,内用薬,5.9,,日医工岐阜工場,,錠,1656,2113005F2044,メチルジゴキシン
,アミノフィリン水和物,1ｇ,局,,,,,内用薬,9.6,,,,錠,1657,2115001X1015,アミノフィリン水和物
,ネオフィリン錠100ｍｇ,100ｍｇ1錠,,,,,,内用薬,6.1,,アルフレッサファーマ,,錠,1658,2115002F1057,アミノフィリン水和物
,安息香酸ナトリウムカフェイン,1ｇ,局,,,,,内用薬,7.7,,,,錠,1659,2115003X1014,安息香酸ナトリウムカフェイン
,安息香酸ナトリウムカフェイン原末「マルイシ」,1ｇ,局,,,,,内用薬,8.6,,丸石製薬,,錠,1660,2115003X1170,安息香酸ナトリウムカフェイン
,カフェイン水和物,1ｇ,局,,,,,内用薬,9.7,,,,錠,1661,2115004X1019,カフェイン水和物
,無水カフェイン,1ｇ,局,,,,,内用薬,9.7,,,,錠,1662,2115009X1011,無水カフェイン
,エチレフリン塩酸塩錠,5ｍｇ1錠,局,,,,,内用薬,9.4,,,,錠,1663,2119001F1019,エチレフリン塩酸塩
,プロタノールＳ錠15ｍｇ,15ｍｇ1錠,,,,,,内用薬,20.3,,興和,,錠,1664,2119002G1035,ｄｌ－イソプレナリン塩酸塩
,ユビデカレノン顆粒1％「ツルハラ」,1％1ｇ,,後発品,,,,内用薬,6.7,,鶴原製薬,,錠,1665,2119003D1173,ユビデカレノン
,ノイキノン錠5ｍｇ,5ｍｇ1錠,,,,○,,内用薬,8.2,,エーザイ,先発品,錠,1666,2119003F1093,ユビデカレノン
,ユビデカレノン10ｍｇ錠,10ｍｇ1錠,,後発品,,,,内用薬,6.1,,,,錠,1667,2119003F2014,ユビデカレノン
,ノイキノン錠10ｍｇ,10ｍｇ1錠,,,,○,,内用薬,8.4,,エーザイ,先発品,錠,1668,2119003F2332,ユビデカレノン
,ノイキノン糖衣錠10ｍｇ,10ｍｇ1錠,,,,○,,内用薬,8.4,,エーザイ,先発品,錠,1669,2119003F2340,ユビデカレノン
,ユビデカレノン5ｍｇカプセル,5ｍｇ1カプセル,,後発品,,,,内用薬,6.1,,,,錠,1670,2119003M1017,ユビデカレノン
,カルグート細粒5％,5％1ｇ,,,,,,内用薬,203.3,,田辺ファーマ,先発品,錠,1671,2119004C1032,デノパミン
,デノパミン5ｍｇ錠,5ｍｇ1錠,,後発品,,,,内用薬,11.3,,,,錠,1672,2119004F1012,デノパミン
,カルグート錠5,5ｍｇ1錠,,,,○,,内用薬,19.3,,田辺ファーマ,先発品,錠,1673,2119004F1020,デノパミン
,デノパミン10ｍｇ錠,10ｍｇ1錠,,後発品,,,,内用薬,18.6,,,,錠,1674,2119004F2019,デノパミン
,カルグート錠10,10ｍｇ1錠,,,,○,,内用薬,33.4,,田辺ファーマ,先発品,錠,1675,2119004F2027,デノパミン
,ピモベンダン錠1．25ｍｇ「ＴＥ」,1．25ｍｇ1錠,,後発品,,,,内用薬,31.9,,トーアエイヨー,,錠,1676,2119006F1020,ピモベンダン
,ピモベンダン錠2．5ｍｇ「ＴＥ」,2．5ｍｇ1錠,,後発品,,,,内用薬,59.6,,トーアエイヨー,,錠,1677,2119006F2026,ピモベンダン
,ピモベンダン錠0．625ｍｇ「ＴＥ」,0．625ｍｇ1錠,,後発品,,,,内用薬,19.6,,トーアエイヨー,,錠,1678,2119006F3022,ピモベンダン
,タナドーパ顆粒75％,75％1ｇ,,,,,,内用薬,249,,田辺ファーマ,先発品,錠,1679,2119007D1031,ドカルパミン
,プロカインアミド塩酸塩錠,125ｍｇ1錠,局,,,,,内用薬,10.4,,,,錠,1680,2121001F1017,プロカインアミド塩酸塩
,プロカインアミド塩酸塩錠,250ｍｇ1錠,局,,,,,内用薬,10.4,,,,錠,1681,2121001F2013,プロカインアミド塩酸塩
,キニジン硫酸塩水和物,1ｇ,局,,,,,内用薬,93.1,,,,錠,1682,2122001X1010,キニジン硫酸塩水和物
,キニジン硫酸塩錠100ｍｇ「ＶＴＲＳ」,100ｍｇ1錠,,,,,,内用薬,17.7,,ヴィアトリス・ヘルスケア,,錠,1683,2122002F1086,キニジン硫酸塩水和物
,小児用ミケラン細粒0．2％,0．2％1ｇ,,,,,,内用薬,6.7,,大塚製薬,先発品,錠,1684,2123005C1030,カルテオロール塩酸塩
,カルテオロール塩酸塩5ｍｇ錠,5ｍｇ1錠,,後発品,,,,内用薬,6.1,,,,錠,1685,2123005F1010,カルテオロール塩酸塩
,ミケラン錠5ｍｇ,5ｍｇ1錠,,,,○,,内用薬,9.3,,大塚製薬,先発品,錠,1686,2123005F1141,カルテオロール塩酸塩
,プロプラノロール塩酸塩10ｍｇ錠,10ｍｇ1錠,,後発品,,,,内用薬,6.6,,,,錠,1687,2123008F1013,プロプラノロール塩酸塩
,インデラル錠10ｍｇ,10ｍｇ1錠,局,,,○,,内用薬,10.4,,太陽ファルマ,準先発品,錠,1688,2123008F1048,プロプラノロール塩酸塩
,アテノロール25ｍｇ錠,25ｍｇ1錠,,後発品,,,,内用薬,6.1,,,,錠,1689,2123011F1015,アテノロール
,テノーミン錠25,25ｍｇ1錠,,,,○,,内用薬,8.8,,太陽ファルマ,先発品,錠,1690,2123011F1155,アテノロール
,アテノロール50ｍｇ錠,50ｍｇ1錠,,後発品,,,,内用薬,6.1,,,,錠,1691,2123011F2011,アテノロール
,テノーミン錠50,50ｍｇ1錠,,,,○,,内用薬,9.3,,太陽ファルマ,先発品,錠,1692,2123011F2437,アテノロール
,アロチノロール塩酸塩5ｍｇ錠,5ｍｇ1錠,,後発品,,,,内用薬,6.1,,,,錠,1693,2123014F1019,アロチノロール塩酸塩
,アロチノロール塩酸塩錠5ｍｇ「ＤＳＰ」,5ｍｇ1錠,,,,○,,内用薬,8.8,,住友ファーマ,先発品,錠,1694,2123014F1094,アロチノロール塩酸塩
,アロチノロール塩酸塩錠5ｍｇ「サワイ」,5ｍｇ1錠,,★,,,,内用薬,8.9,,沢井製薬,,錠,1695,2123014F1116,アロチノロール塩酸塩
,アロチノロール塩酸塩10ｍｇ錠,10ｍｇ1錠,,後発品,,,,内用薬,7.6,,,,錠,1696,2123014F2015,アロチノロール塩酸塩
,アロチノロール塩酸塩錠10ｍｇ「ＤＳＰ」,10ｍｇ1錠,,,,○,,内用薬,13.2,,住友ファーマ,先発品,錠,1697,2123014F2201,アロチノロール塩酸塩
,ナディック錠30ｍｇ,30ｍｇ1錠,,,,,,内用薬,36.5,,住友ファーマ,先発品,錠,1698,2123015F1021,ナドロール
,ビソプロロールフマル酸塩2．5ｍｇ錠,2．5ｍｇ1錠,,後発品,,,,内用薬,10.4,,,,錠,1699,2123016F1018,ビソプロロールフマル酸塩
,メインテート錠2．5ｍｇ,2．5ｍｇ1錠,局,,,○,,内用薬,14.6,,田辺ファーマ,先発品,錠,1700,2123016F1107,ビソプロロールフマル酸塩
,ビソプロロールフマル酸塩5ｍｇ錠,5ｍｇ1錠,,後発品,,,,内用薬,10.4,,,,錠,1701,2123016F2014,ビソプロロールフマル酸塩
,メインテート錠5ｍｇ,5ｍｇ1錠,局,,,○,,内用薬,17.7,,田辺ファーマ,先発品,錠,1702,2123016F2189,ビソプロロールフマル酸塩
,ビソプロロールフマル酸塩0．625ｍｇ錠,0．625ｍｇ1錠,,★,,,,内用薬,10.4,,,,錠,1703,2123016F3010,ビソプロロールフマル酸塩
,メインテート錠0．625ｍｇ,0．625ｍｇ1錠,局,,,,,内用薬,10.4,,田辺ファーマ,先発品,錠,1704,2123016F3037,ビソプロロールフマル酸塩
,リスモダンカプセル50ｍｇ,50ｍｇ1カプセル,,,,,,内用薬,20.6,,チェプラファーム,先発品,錠,1705,2129002M1060,ジソピラミド
,リスモダンカプセル100ｍｇ,100ｍｇ1カプセル,,,,,,内用薬,31.2,,チェプラファーム,先発品,錠,1706,2129002M2139,ジソピラミド
,メキシレチン塩酸塩50ｍｇ錠,50ｍｇ1錠,,後発品,,,,内用薬,6.1,,,,錠,1707,2129003F1014,メキシレチン塩酸塩
,メキシレチン塩酸塩錠50ｍｇ「ＫＣＣ」,50ｍｇ1錠,,後発品,,,,内用薬,7.6,,ネオクリティケア製薬,,錠,1708,2129003F1057,メキシレチン塩酸塩
,メキシレチン塩酸塩100ｍｇ錠,100ｍｇ1錠,,後発品,,,,内用薬,6.6,,,,錠,1709,2129003F2010,メキシレチン塩酸塩
,メキシレチン塩酸塩錠100ｍｇ「ＫＣＣ」,100ｍｇ1錠,,★,,,,内用薬,14,,ネオクリティケア製薬,,錠,1710,2129003F2053,メキシレチン塩酸塩
R8.3.31まで,メキシレチン塩酸塩50ｍｇカプセル,50ｍｇ1カプセル,,後発品,,,,内用薬,6.1,,,,錠,1711,2129003M1013,メキシレチン塩酸塩
,メキシチールカプセル50ｍｇ,50ｍｇ1カプセル,,,,○,,内用薬,8.8,,太陽ファルマ,先発品,錠,1712,2129003M1021,メキシレチン塩酸塩
,メキシレチン塩酸塩カプセル50ｍｇ「サワイ」,50ｍｇ1カプセル,,後発品,,,,内用薬,7.9,,沢井製薬,,錠,1713,2129003M1188,メキシレチン塩酸塩
R8.3.31まで,メキシレチン塩酸塩100ｍｇカプセル,100ｍｇ1カプセル,,後発品,,,,内用薬,6.6,,,,錠,1714,2129003M2010,メキシレチン塩酸塩
,メキシチールカプセル100ｍｇ,100ｍｇ1カプセル,,,,○,,内用薬,13.2,,太陽ファルマ,先発品,錠,1715,2129003M2028,メキシレチン塩酸塩
,メキシレチン塩酸塩カプセル100ｍｇ「サワイ」,100ｍｇ1カプセル,,後発品,,,,内用薬,10.6,,沢井製薬,,錠,1716,2129003M2192,メキシレチン塩酸塩
,アプリンジン塩酸塩10ｍｇカプセル,10ｍｇ1カプセル,,後発品,,,,内用薬,12,,,,錠,1717,2129004M1018,アプリンジン塩酸塩
,アスペノンカプセル10,10ｍｇ1カプセル,局,,,○,,内用薬,19.8,,バイエル薬品,先発品,錠,1718,2129004M1026,アプリンジン塩酸塩
,アプリンジン塩酸塩20ｍｇカプセル,20ｍｇ1カプセル,,後発品,,,,内用薬,18.6,,,,錠,1719,2129004M2014,アプリンジン塩酸塩
,アスペノンカプセル20,20ｍｇ1カプセル,局,,,○,,内用薬,30.1,,バイエル薬品,先発品,錠,1720,2129004M2022,アプリンジン塩酸塩
,リン酸ジソピラミド150ｍｇ徐放錠,150ｍｇ1錠,,後発品,,,,内用薬,11.8,,,,錠,1721,2129005F1013,リン酸ジソピラミド
,リスモダンＲ錠150ｍｇ,150ｍｇ1錠,,,,○,,内用薬,26.8,,チェプラファーム,先発品,錠,1722,2129005F1129,リン酸ジソピラミド
,ジソピラミド徐放錠150ｍｇ「ＶＴＲＳ」,150ｍｇ1錠,,後発品,,,,内用薬,21.8,,ヴィアトリス・ヘルスケア,,錠,1723,2129005F1242,リン酸ジソピラミド
,プロパフェノン塩酸塩150ｍｇ錠,150ｍｇ1錠,,後発品,,,,内用薬,14.2,,,,錠,1724,2129006F1018,プロパフェノン塩酸塩
,プロノン錠150ｍｇ,150ｍｇ1錠,局,,,○,,内用薬,24.2,,トーアエイヨー,先発品,錠,1725,2129006F1026,プロパフェノン塩酸塩
,プロノン錠100ｍｇ,100ｍｇ1錠,局,,,○,,内用薬,22.3,,トーアエイヨー,先発品,錠,1726,2129006F2022,プロパフェノン塩酸塩
,プロパフェノン塩酸塩錠100ｍｇ「オーハラ」,100ｍｇ1錠,局,後発品,,,,内用薬,16.5,,大原薬品工業,,錠,1727,2129006F2057,プロパフェノン塩酸塩
,シベンゾリンコハク酸塩50ｍｇ錠,50ｍｇ1錠,,後発品,,,,内用薬,10.4,,,,錠,1728,2129007F1012,シベンゾリンコハク酸塩
,シベノール錠50ｍｇ,50ｍｇ1錠,局,,,○,,内用薬,17.6,,トーアエイヨー,先発品,錠,1729,2129007F1020,シベンゾリンコハク酸塩
,シベンゾリンコハク酸塩100ｍｇ錠,100ｍｇ1錠,,後発品,,,,内用薬,15.9,,,,錠,1730,2129007F2019,シベンゾリンコハク酸塩
,シベノール錠100ｍｇ,100ｍｇ1錠,局,,,○,,内用薬,29.3,,トーアエイヨー,先発品,錠,1731,2129007F2027,シベンゾリンコハク酸塩
,ピルシカイニド塩酸塩25ｍｇカプセル,25ｍｇ1カプセル,,後発品,,,,内用薬,11.9,,,,錠,1732,2129008M1016,ピルシカイニド塩酸塩水和物
,サンリズムカプセル25ｍｇ,25ｍｇ1カプセル,局,,,○,,内用薬,21.2,,第一三共,先発品,錠,1733,2129008M1024,ピルシカイニド塩酸塩水和物
,ピルシカイニド塩酸塩50ｍｇカプセル,50ｍｇ1カプセル,,後発品,,,,内用薬,19.8,,,,錠,1734,2129008M2012,ピルシカイニド塩酸塩水和物
,サンリズムカプセル50ｍｇ,50ｍｇ1カプセル,局,,,○,,内用薬,35.2,,第一三共,先発品,錠,1735,2129008M2020,ピルシカイニド塩酸塩水和物
,タンボコール細粒10％,10％1ｇ,,,,,,内用薬,90.9,,エーザイ,先発品,錠,1736,2129009C1023,フレカイニド酢酸塩
,タンボコール錠50ｍｇ,50ｍｇ1錠,局,,,○,,内用薬,40.5,,エーザイ,先発品,錠,1737,2129009F1020,フレカイニド酢酸塩
,フレカイニド酢酸塩錠50ｍｇ「ＫＯ」,50ｍｇ1錠,局,後発品,,,,内用薬,14.4,,寿製薬,,錠,1738,2129009F1038,フレカイニド酢酸塩
R8.3.31まで,フレカイニド酢酸塩錠50ｍｇ「ＴＥ」,50ｍｇ1錠,局,後発品,,,,内用薬,14.4,,トーアエイヨー,,錠,1739,2129009F1054,フレカイニド酢酸塩
,フレカイニド酢酸塩錠50ｍｇ「ＶＴＲＳ」,50ｍｇ1錠,局,後発品,,,,内用薬,14.4,,ヴィアトリス・ヘルスケア,,錠,1740,2129009F1062,フレカイニド酢酸塩
,タンボコール錠100ｍｇ,100ｍｇ1錠,局,,,○,,内用薬,69.3,,エーザイ,先発品,錠,1741,2129009F2026,フレカイニド酢酸塩
,フレカイニド酢酸塩錠100ｍｇ「ＫＯ」,100ｍｇ1錠,局,後発品,,,,内用薬,25,,寿製薬,,錠,1742,2129009F2034,フレカイニド酢酸塩
R8.3.31まで,フレカイニド酢酸塩錠100ｍｇ「ＴＥ」,100ｍｇ1錠,局,後発品,,,,内用薬,25,,トーアエイヨー,,錠,1743,2129009F2050,フレカイニド酢酸塩
,フレカイニド酢酸塩錠100ｍｇ「ＶＴＲＳ」,100ｍｇ1錠,局,後発品,,,,内用薬,25,,ヴィアトリス・ヘルスケア,,錠,1744,2129009F2069,フレカイニド酢酸塩
,アミオダロン塩酸塩100ｍｇ錠,100ｍｇ1錠,,後発品,,,,内用薬,72,,,,錠,1745,2129010F1014,アミオダロン塩酸塩
,アンカロン錠100,100ｍｇ1錠,局,,,○,,内用薬,73.6,,サノフィ,先発品,錠,1746,2129010F1022,アミオダロン塩酸塩
,アミオダロン塩酸塩速崩錠50ｍｇ「ＴＥ」,50ｍｇ1錠,局,後発品,,,,内用薬,44.1,,トーアエイヨー,,錠,1747,2129010F3025,アミオダロン塩酸塩
,ベプリコール錠50ｍｇ,50ｍｇ1錠,,,,○,,内用薬,33.6,,オルガノン,先発品,錠,1748,2129011F1035,ベプリジル塩酸塩水和物
,ベプリジル塩酸塩錠50ｍｇ「ＴＥ」,50ｍｇ1錠,,後発品,,,,内用薬,17.9,,トーアエイヨー,,錠,1749,2129011F1043,ベプリジル塩酸塩水和物
,ベプリコール錠100ｍｇ,100ｍｇ1錠,,,,○,,内用薬,63.7,,オルガノン,先発品,錠,1750,2129011F2031,ベプリジル塩酸塩水和物
,ベプリジル塩酸塩錠100ｍｇ「ＴＥ」,100ｍｇ1錠,,後発品,,,,内用薬,35.2,,トーアエイヨー,,錠,1751,2129011F2040,ベプリジル塩酸塩水和物
,ピメノールカプセル50ｍｇ,50ｍｇ1カプセル,,,,,,内用薬,39.2,,ファイザー,先発品,錠,1752,2129012M1020,ピルメノール塩酸塩水和物
,ピメノールカプセル100ｍｇ,100ｍｇ1カプセル,,,,,,内用薬,70,,ファイザー,先発品,錠,1753,2129012M2027,ピルメノール塩酸塩水和物
R8.3.31まで,ソタコール錠40ｍｇ,40ｍｇ1錠,,,,○,,内用薬,108.2,,サンドファーマ,先発品,錠,1754,2129013F1026,ソタロール塩酸塩
,ソタロール塩酸塩錠40ｍｇ「ＴＥ」,40ｍｇ1錠,,後発品,,,,内用薬,33,,トーアエイヨー,,錠,1755,2129013F1034,ソタロール塩酸塩
,ソタロール塩酸塩80ｍｇ錠,80ｍｇ1錠,,後発品,,,,内用薬,60.3,,,,錠,1756,2129013F2014,ソタロール塩酸塩
R8.3.31まで,ソタコール錠80ｍｇ,80ｍｇ1錠,,,,○,,内用薬,202.3,,サンドファーマ,先発品,錠,1757,2129013F2022,ソタロール塩酸塩
,トリクロルメチアジド2ｍｇ錠,2ｍｇ1錠,,後発品,,,,内用薬,6.4,,,,錠,1758,2132003F1010,トリクロルメチアジド
,フルイトラン錠2ｍｇ,2ｍｇ1錠,局,,,○,,内用薬,10.1,,シオノギファーマ,準先発品,錠,1759,2132003F1257,トリクロルメチアジド
,トリクロルメチアジド1ｍｇ錠,1ｍｇ1錠,,後発品,,,,内用薬,6.4,,,,錠,1760,2132003F3012,トリクロルメチアジド
,フルイトラン錠1ｍｇ,1ｍｇ1錠,局,,,○,,内用薬,10.1,,シオノギファーマ,準先発品,錠,1761,2132003F3039,トリクロルメチアジド
,ヒドロクロロチアジド錠25ｍｇ「トーワ」,25ｍｇ1錠,,後発品,,,,内用薬,5.9,,東和薬品,,錠,1762,2132004F1103,ヒドロクロロチアジド
,ヒドロクロロチアジド錠12．5ｍｇ「トーワ」,12．5ｍｇ1錠,,後発品,,,,内用薬,5.9,,東和薬品,,錠,1763,2132004F2037,ヒドロクロロチアジド
R8.3.31まで,ヒドロクロロチアジドＯＤ錠12．5ｍｇ「トーワ」,12．5ｍｇ1錠,,後発品,,,,内用薬,5.9,,東和薬品,,錠,1764,2132004F3025,ヒドロクロロチアジド
,アルダクトンＡ細粒10％,10％1ｇ,,,,,,内用薬,49.1,,ファイザー,,錠,1765,2133001C1097,スピロノラクトン
,スピロノラクトン25ｍｇ錠,25ｍｇ1錠,,後発品,,,,内用薬,5.9,,,,錠,1766,2133001F1018,スピロノラクトン
,アルダクトンＡ錠25ｍｇ,25ｍｇ1錠,局,,,○,,内用薬,13.1,,ファイザー,準先発品,錠,1767,2133001F1522,スピロノラクトン
,スピロノラクトン錠25ｍｇ「ＣＨ」,25ｍｇ1錠,局,後発品,,,,内用薬,10.4,,長生堂製薬,,錠,1768,2133001F1620,スピロノラクトン
,アルダクトンＡ錠50ｍｇ,50ｍｇ1錠,局,,,○,,内用薬,27.2,,ファイザー,準先発品,錠,1769,2133001F2057,スピロノラクトン
R8.3.31まで,スピロノラクトン錠50ｍｇ「ＣＨ」,50ｍｇ1錠,局,後発品,,,,内用薬,7.8,,長生堂製薬,,錠,1770,2133001F2197,スピロノラクトン
R8.3.31まで,トリテレン・カプセル50ｍｇ,50ｍｇ1カプセル,,,,,,内用薬,19.9,,京都薬品工業,,錠,1771,2133002M1062,トリアムテレン
,アセタゾラミド,1ｇ,局,,,,,内用薬,81.7,,,,錠,1772,2134001X1010,アセタゾラミド
,ダイアモックス錠250ｍｇ,250ｍｇ1錠,,,,,,内用薬,18,,三和化学研究所,,錠,1773,2134002F1109,アセタゾラミド
,バイカロン錠25ｍｇ,25ｍｇ1錠,局,,,○,,内用薬,10.4,,田辺ファーマ,先発品,錠,1774,2135001F1128,メフルシド
,メフルシド錠25ｍｇ「日医工」,25ｍｇ1錠,局,後発品,,,,内用薬,6.3,,日医工,,錠,1775,2135001F1136,メフルシド
,イソソルビド内服ゼリー70％分包20ｇ「日医工」,70％20ｇ1個,,★,,,,内用薬,73.4,,三和化学研究所,,錠,1776,2139001Q1039,イソソルビド
,イソソルビド内服ゼリー70％分包30ｇ「日医工」,70％30ｇ1個,,★,,,,内用薬,99.7,,三和化学研究所,,錠,1777,2139001Q2035,イソソルビド
,イソソルビド70％液,70％1ｍＬ,,後発品,,,,内用薬,2.6,,,,錠,1778,2139001S1010,イソソルビド
,イソバイドシロップ70％,70％1ｍＬ,,,,○,,内用薬,2.7,,興和,先発品,錠,1779,2139001S1060,イソソルビド
,イソバイドシロップ70％分包30ｍＬ,70％30ｍＬ1包,,,,,,内用薬,74.2,,興和,先発品,錠,1780,2139001S2032,イソソルビド
,イソソルビド内用液70％分包30ｍＬ「ＣＥＯ」,70％30ｍＬ1包,,★,,,,内用薬,99.7,,セオリアファーマ,,錠,1781,2139001S2040,イソソルビド
,イソバイドシロップ70％分包20ｍＬ,70％20ｍＬ1包,,,,,,内用薬,55.3,,興和,先発品,錠,1782,2139001S3020,イソソルビド
,イソバイドシロップ70％分包23ｍＬ,70％23ｍＬ1包,,,,,,内用薬,57.6,,興和,先発品,錠,1783,2139001S4027,イソソルビド
R8.3.31まで,イソソルビド内用液70％分包40ｍＬ「ＣＥＯ」,70％40ｍＬ1包,,後発品,,,,内用薬,125.8,,セオリアファーマ,,錠,1784,2139001S5023,イソソルビド
,フロセミド細粒4％「ＥＭＥＣ」,4％1ｇ,,,,,,内用薬,27.4,,エルメッド,,錠,1785,2139005C1048,フロセミド
,フロセミド20ｍｇ錠,20ｍｇ1錠,,後発品,,,,内用薬,6.3,,,,錠,1786,2139005F1010,フロセミド
,ラシックス錠20ｍｇ,20ｍｇ1錠,局,,,○,,内用薬,10.1,,サノフィ,準先発品,錠,1787,2139005F1052,フロセミド
