excel_品名,薬価,reason
メマンチン塩酸塩ＯＤ錠２０ｍｇ「ＤＳＥＰ」,66.0,not in dosing_master.csv
メマンチン塩酸塩ＯＤ錠２０ｍｇ「ＪＧ」,66.0,not in dosing_master.csv
メマンチン塩酸塩ＯＤ錠２０ｍｇ「ＴＣＫ」,66.0,not in dosing_master.csv
メマンチン塩酸塩ＯＤ錠２０ｍｇ「クラシエ」,66.0,not in dosing_master.csv
メマンチン塩酸塩ＯＤ錠２０ｍｇ「タカタ」,90.7,not in dosing_master.csv
メマンチン塩酸塩ＯＤ錠２０ｍｇ「トーワ」,77.6,not in dosing_master.csv
メマンチン塩酸塩ＯＤ錠２０ｍｇ「日新」,77.6,not in dosing_master.csv
メマンチン塩酸塩ＯＤ錠２０ｍｇ「フェルゼン」,66.0,not in dosing_master.csv
メマンチン塩酸塩ＯＤ錠２０ｍｇ「明治」,66.0,not in dosing_master.csv
メマンチン塩酸塩ＯＤ錠１５ｍｇ「ＴＣＫ」,45.4,not in dosing_master.csv
メマンチン塩酸塩ＯＤ錠１５ｍｇ「クラシエ」,45.4,not in dosing_master.csv
メマンチン塩酸塩ＯＤ錠１５ｍｇ「ケミファ」,45.4,not in dosing_master.csv
メマンチン塩酸塩ＯＤ錠１５ｍｇ「サンド」,45.4,not in dosing_master.csv
メマンチン塩酸塩ＯＤ錠１５ｍｇ「日新」,56.7,not in dosing_master.csv
メマリードライシロップ２％,240.1,not in dosing_master.csv
メマンチン塩酸塩ＤＳ２％「サワイ」,104.9,not in dosing_master.csv
メマンチン塩酸塩ドライシロップ２％「ＤＳＥＰ」,98.0,not in dosing_master.csv
レミニール錠４ｍｇ,51.4,not in dosing_master.csv
レミニール錠８ｍｇ,92.1,not in dosing_master.csv
レミニール錠１２ｍｇ,107.6,not in dosing_master.csv
レミニールＯＤ錠４ｍｇ,51.4,not in dosing_master.csv
ガランタミンＯＤ錠４ｍｇ「ＤＳＥＰ」,18.4,not in dosing_master.csv
ガランタミンＯＤ錠４ｍｇ「ＪＧ」,18.4,not in dosing_master.csv
ガランタミンＯＤ錠４ｍｇ「ＹＤ」,21.9,not in dosing_master.csv
ガランタミンＯＤ錠４ｍｇ「アメル」,18.4,not in dosing_master.csv
ガランタミンＯＤ錠４ｍｇ「サワイ」,18.4,not in dosing_master.csv
ガランタミンＯＤ錠４ｍｇ「トーワ」,18.4,not in dosing_master.csv
ガランタミンＯＤ錠４ｍｇ「日医工」,18.4,not in dosing_master.csv
ガランタミンＯＤ錠４ｍｇ「ニプロ」,18.4,not in dosing_master.csv
ガランタミン臭化水素酸塩８ｍｇ口腔内崩壊錠,24.1,not in dosing_master.csv
レミニールＯＤ錠８ｍｇ,92.1,not in dosing_master.csv
ガランタミンＯＤ錠８ｍｇ「ＪＧ」,29.3,not in dosing_master.csv
ガランタミンＯＤ錠８ｍｇ「ＹＤ」,33.2,not in dosing_master.csv
ガランタミンＯＤ錠８ｍｇ「サワイ」,29.3,not in dosing_master.csv
ガランタミンＯＤ錠８ｍｇ「トーワ」,29.3,not in dosing_master.csv
ガランタミンＯＤ錠８ｍｇ「ニプロ」,29.3,not in dosing_master.csv
ガランタミン臭化水素酸塩１２ｍｇ口腔内崩壊錠,27.6,not in dosing_master.csv
レミニールＯＤ錠１２ｍｇ,107.6,not in dosing_master.csv
ガランタミンＯＤ錠１２ｍｇ「ＪＧ」,36.0,not in dosing_master.csv
ガランタミンＯＤ錠１２ｍｇ「ＹＤ」,42.4,not in dosing_master.csv
ガランタミンＯＤ錠１２ｍｇ「アメル」,36.0,not in dosing_master.csv
ガランタミンＯＤ錠１２ｍｇ「サワイ」,36.0,not in dosing_master.csv
ガランタミンＯＤ錠１２ｍｇ「トーワ」,36.0,not in dosing_master.csv
ガランタミンＯＤ錠１２ｍｇ「ニプロ」,36.0,not in dosing_master.csv
レミニール内用液４ｍｇ／ｍＬ,50.9,not in dosing_master.csv
レグナイト錠３００ｍｇ,58.1,not in dosing_master.csv
コレアジン錠１２．５ｍｇ,375.6,not in dosing_master.csv
レグテクト錠３３３ｍｇ,34.2,not in dosing_master.csv
ベルソムラ錠１５ｍｇ,90.8,not in dosing_master.csv
ベルソムラ錠２０ｍｇ,109.9,not in dosing_master.csv
ベルソムラ錠１０ｍｇ,69.3,not in dosing_master.csv
テクフィデラカプセル１２０ｍｇ,2061.7,not in dosing_master.csv
テクフィデラカプセル２４０ｍｇ,4132.0,not in dosing_master.csv
セリンクロ錠１０ｍｇ,301.5,not in dosing_master.csv
タリージェ錠２．５ｍｇ,67.2,not in dosing_master.csv
タリージェ錠５ｍｇ,92.5,not in dosing_master.csv
タリージェ錠１０ｍｇ,127.9,not in dosing_master.csv
タリージェ錠１５ｍｇ,154.8,not in dosing_master.csv
タリージェＯＤ錠２．５ｍｇ,67.2,not in dosing_master.csv
タリージェＯＤ錠５ｍｇ,92.5,not in dosing_master.csv
タリージェＯＤ錠１０ｍｇ,127.9,not in dosing_master.csv
タリージェＯＤ錠１５ｍｇ,154.8,not in dosing_master.csv
デエビゴ錠２．５ｍｇ,44.9,not in dosing_master.csv
デエビゴ錠５ｍｇ,71.3,not in dosing_master.csv
デエビゴ錠１０ｍｇ,106.4,not in dosing_master.csv
メラトベル顆粒小児用０．２％,207.7,not in dosing_master.csv
メラトベル錠小児用１ｍｇ,103.9,not in dosing_master.csv
メラトベル錠小児用２ｍｇ,155.9,not in dosing_master.csv
エブリスディ錠５ｍｇ,73831.9,not in dosing_master.csv
エブリスディドライシロップ６０ｍｇ,974463.7,not in dosing_master.csv
レイボー錠５０ｍｇ,324.7,not in dosing_master.csv
レイボー錠１００ｍｇ,570.9,not in dosing_master.csv
ジスバルカプセル４０ｍｇ,2297.9,not in dosing_master.csv
ジスバルカプセル２０ｍｇ,1537.5,not in dosing_master.csv
ラジカット内用懸濁液２．１％,2744.0,not in dosing_master.csv
クービビック錠２５ｍｇ,57.3,not in dosing_master.csv
クービビック錠５０ｍｇ,90.8,not in dosing_master.csv
ボルズィ錠２．５ｍｇ,47.8,not in dosing_master.csv
ボルズィ錠５ｍｇ,71.3,not in dosing_master.csv
ボルズィ錠１０ｍｇ,106.4,not in dosing_master.csv
ナルティークＯＤ錠７５ｍｇ,2923.2,not in dosing_master.csv
アミノ安息香酸エチル,8.0,not in dosing_master.csv
キシロカインビスカス２％,5.3,not in dosing_master.csv
リドカイン塩酸塩ビスカス２％「日新」,6.2,not in dosing_master.csv
ストロカイン錠５ｍｇ,6.0,not in dosing_master.csv
クロルフェネシンカルバミン酸エステル１２５ｍｇ錠,6.5,not in dosing_master.csv
リンラキサー錠１２５ｍｇ,10.4,not in dosing_master.csv
リンラキサー錠２５０ｍｇ,10.4,not in dosing_master.csv
クロルフェネシンカルバミン酸エステル錠２５０ｍｇ「サワイ」,8.6,not in dosing_master.csv
クロルフェネシンカルバミン酸エステル錠２５０ｍｇ「ツルハラ」,6.5,not in dosing_master.csv
ロバキシン顆粒９０％,12.6,not in dosing_master.csv
ダントリウムカプセル２５ｍｇ,17.6,not in dosing_master.csv
マイテラーゼ錠１０ｍｇ,12.1,not in dosing_master.csv
ベサコリン散５％,8.8,not in dosing_master.csv
プロ・バンサイン錠１５ｍｇ,6.1,not in dosing_master.csv
メペンゾラート臭化物錠７．５ｍｇ「ツルハラ」,5.9,not in dosing_master.csv
チキジウム臭化物顆粒２％「ツルハラ」,8.2,not in dosing_master.csv
チキジウム臭化物５ｍｇカプセル,6.1,not in dosing_master.csv
チアトンカプセル５ｍｇ,6.1,not in dosing_master.csv
チキジウム臭化物１０ｍｇカプセル,6.1,not in dosing_master.csv
チアトンカプセル１０ｍｇ,8.6,not in dosing_master.csv
チキジウム臭化物カプセル１０ｍｇ「サワイ」,7.6,not in dosing_master.csv
ジスチグミン臭化物錠,10.4,not in dosing_master.csv
ウブレチド錠５ｍｇ,12.9,not in dosing_master.csv
ワゴスチグミン散（０．５％）,14.1,not in dosing_master.csv
メスチノン錠６０ｍｇ,16.3,not in dosing_master.csv
ブスコパン錠１０ｍｇ,6.1,not in dosing_master.csv
ブチルスコポラミン臭化物錠１０ｍｇ「ツルハラ」,7.3,not in dosing_master.csv
アトロピン硫酸塩水和物「ホエイ」原末,3525.4,not in dosing_master.csv
パパベリン塩酸塩,41.8,not in dosing_master.csv
ダクチル錠５０ｍｇ,9.6,not in dosing_master.csv
チメピジウム臭化物３０ｍｇ錠,5.9,not in dosing_master.csv
セスデンカプセル３０ｍｇ,8.9,not in dosing_master.csv
バクロフェン錠,10.4,not in dosing_master.csv
バクロフェン錠,16.9,not in dosing_master.csv
コスパノン錠４０ｍｇ,6.1,not in dosing_master.csv
コスパノン錠８０ｍｇ,6.7,not in dosing_master.csv
コスパノンカプセル４０ｍｇ,9.5,not in dosing_master.csv
アロフト錠２０ｍｇ,10.2,not in dosing_master.csv
ミオナール顆粒１０％,25.6,not in dosing_master.csv
エペリゾン塩酸塩５０ｍｇ錠,6.1,not in dosing_master.csv
ミオナール錠５０ｍｇ,8.6,not in dosing_master.csv
テルネリン顆粒０．２％,18.1,not in dosing_master.csv
チザニジン塩酸塩１ｍｇ錠,6.1,not in dosing_master.csv
テルネリン錠１ｍｇ,8.1,not in dosing_master.csv
チザニジン錠１ｍｇ「ＪＧ」,8.9,not in dosing_master.csv
ロートエキス散,7.7,not in dosing_master.csv
ロートエキス散〈ハチ〉,9.7,not in dosing_master.csv
ビンダケルカプセル２０ｍｇ,9716.5,not in dosing_master.csv
ファダプス錠１０ｍｇ,3848.7,not in dosing_master.csv
アダプチノール錠５ｍｇ,26.4,not in dosing_master.csv
ストミンＡ配合錠,6.1,not in dosing_master.csv
ジメンヒドリナート錠,10.4,not in dosing_master.csv
イソメニールカプセル７．５ｍｇ,8.0,not in dosing_master.csv
ジフェニドール塩酸塩２５ｍｇ錠,5.9,not in dosing_master.csv
ジフェニドール塩酸塩錠２５ｍｇ「ＣＨ」,6.1,not in dosing_master.csv
セファドール錠２５ｍｇ,6.5,not in dosing_master.csv
ベタヒスチンメシル酸塩６ｍｇ錠,6.3,not in dosing_master.csv
メリスロン錠６ｍｇ,9.0,not in dosing_master.csv
ベタヒスチンメシル酸塩１２ｍｇ錠,6.6,not in dosing_master.csv
メリスロン錠１２ｍｇ,10.4,not in dosing_master.csv
トラベルミン配合錠,6.1,not in dosing_master.csv
アセノベル徐放錠５００ｍｇ,2886.2,not in dosing_master.csv
ジゴキシン錠,10.1,not in dosing_master.csv
ジゴキシン錠,10.1,not in dosing_master.csv
ジゴキシン錠０．０６２５「ＫＹＯ」,10.1,not in dosing_master.csv
ジゴシン散０．１％,25.9,not in dosing_master.csv
ジゴシンエリキシル０．０５ｍｇ／ｍＬ,36.9,not in dosing_master.csv
メチルジゴキシン錠０．１ｍｇ「ＮＩＧ」,6.1,not in dosing_master.csv
ラニラピッド錠０．０５ｍｇ,5.9,not in dosing_master.csv
メチルジゴキシン錠０．０５ｍｇ「ＮＩＧ」,5.9,not in dosing_master.csv
アミノフィリン水和物,9.6,not in dosing_master.csv
ネオフィリン錠１００ｍｇ,6.1,not in dosing_master.csv
安息香酸ナトリウムカフェイン,7.7,not in dosing_master.csv
安息香酸ナトリウムカフェイン原末「マルイシ」,8.6,not in dosing_master.csv
カフェイン水和物,9.7,not in dosing_master.csv
無水カフェイン,9.7,not in dosing_master.csv
エチレフリン塩酸塩錠,9.4,not in dosing_master.csv
プロタノールＳ錠１５ｍｇ,20.3,not in dosing_master.csv
ユビデカレノン顆粒１％「ツルハラ」,6.7,not in dosing_master.csv
ノイキノン錠５ｍｇ,8.2,not in dosing_master.csv
ユビデカレノン１０ｍｇ錠,6.1,not in dosing_master.csv
ノイキノン錠１０ｍｇ,8.4,not in dosing_master.csv
ノイキノン糖衣錠１０ｍｇ,8.4,not in dosing_master.csv
ユビデカレノン５ｍｇカプセル,6.1,not in dosing_master.csv
カルグート細粒５％,203.3,not in dosing_master.csv
デノパミン５ｍｇ錠,11.3,not in dosing_master.csv
カルグート錠５,19.3,not in dosing_master.csv
デノパミン１０ｍｇ錠,18.6,not in dosing_master.csv
カルグート錠１０,33.4,not in dosing_master.csv
ピモベンダン錠１．２５ｍｇ「ＴＥ」,31.9,not in dosing_master.csv
ピモベンダン錠２．５ｍｇ「ＴＥ」,59.6,not in dosing_master.csv
ピモベンダン錠０．６２５ｍｇ「ＴＥ」,19.6,not in dosing_master.csv
タナドーパ顆粒７５％,249.0,not in dosing_master.csv
プロカインアミド塩酸塩錠,10.4,not in dosing_master.csv
プロカインアミド塩酸塩錠,10.4,not in dosing_master.csv
キニジン硫酸塩水和物,93.1,not in dosing_master.csv
キニジン硫酸塩錠１００ｍｇ「ＶＴＲＳ」,17.7,not in dosing_master.csv
小児用ミケラン細粒０．２％,6.7,not in dosing_master.csv
カルテオロール塩酸塩５ｍｇ錠,6.1,not in dosing_master.csv
ミケラン錠５ｍｇ,9.3,not in dosing_master.csv
プロプラノロール塩酸塩１０ｍｇ錠,6.6,not in dosing_master.csv
インデラル錠１０ｍｇ,10.4,not in dosing_master.csv
アテノロール２５ｍｇ錠,6.1,not in dosing_master.csv
テノーミン錠２５,8.8,not in dosing_master.csv
アテノロール５０ｍｇ錠,6.1,not in dosing_master.csv
テノーミン錠５０,9.3,not in dosing_master.csv
アロチノロール塩酸塩５ｍｇ錠,6.1,not in dosing_master.csv
アロチノロール塩酸塩錠５ｍｇ「ＤＳＰ」,8.8,not in dosing_master.csv
アロチノロール塩酸塩錠５ｍｇ「サワイ」,8.9,not in dosing_master.csv
アロチノロール塩酸塩１０ｍｇ錠,7.6,not in dosing_master.csv
アロチノロール塩酸塩錠１０ｍｇ「ＤＳＰ」,13.2,not in dosing_master.csv
ナディック錠３０ｍｇ,36.5,not in dosing_master.csv
ビソプロロールフマル酸塩２．５ｍｇ錠,10.4,not in dosing_master.csv
メインテート錠２．５ｍｇ,14.6,not in dosing_master.csv
ビソプロロールフマル酸塩５ｍｇ錠,10.4,not in dosing_master.csv
メインテート錠５ｍｇ,17.7,not in dosing_master.csv
ビソプロロールフマル酸塩０．６２５ｍｇ錠,10.4,not in dosing_master.csv
メインテート錠０．６２５ｍｇ,10.4,not in dosing_master.csv
リスモダンカプセル５０ｍｇ,20.6,not in dosing_master.csv
リスモダンカプセル１００ｍｇ,31.2,not in dosing_master.csv
メキシレチン塩酸塩５０ｍｇ錠,6.1,not in dosing_master.csv
メキシレチン塩酸塩錠５０ｍｇ「ＫＣＣ」,7.6,not in dosing_master.csv
メキシレチン塩酸塩１００ｍｇ錠,6.6,not in dosing_master.csv
メキシレチン塩酸塩錠１００ｍｇ「ＫＣＣ」,14.0,not in dosing_master.csv
メキシレチン塩酸塩５０ｍｇカプセル,6.1,not in dosing_master.csv
メキシチールカプセル５０ｍｇ,8.8,not in dosing_master.csv
メキシレチン塩酸塩カプセル５０ｍｇ「サワイ」,7.9,not in dosing_master.csv
メキシレチン塩酸塩１００ｍｇカプセル,6.6,not in dosing_master.csv
メキシチールカプセル１００ｍｇ,13.2,not in dosing_master.csv
メキシレチン塩酸塩カプセル１００ｍｇ「サワイ」,10.6,not in dosing_master.csv
アプリンジン塩酸塩１０ｍｇカプセル,12.0,not in dosing_master.csv
アスペノンカプセル１０,19.8,not in dosing_master.csv
アプリンジン塩酸塩２０ｍｇカプセル,18.6,not in dosing_master.csv
アスペノンカプセル２０,30.1,not in dosing_master.csv
リン酸ジソピラミド１５０ｍｇ徐放錠,11.8,not in dosing_master.csv
リスモダンＲ錠１５０ｍｇ,26.8,not in dosing_master.csv
ジソピラミド徐放錠１５０ｍｇ「ＶＴＲＳ」,21.8,not in dosing_master.csv
プロパフェノン塩酸塩１５０ｍｇ錠,14.2,not in dosing_master.csv
プロノン錠１５０ｍｇ,24.2,not in dosing_master.csv
プロノン錠１００ｍｇ,22.3,not in dosing_master.csv
プロパフェノン塩酸塩錠１００ｍｇ「オーハラ」,16.5,not in dosing_master.csv
シベンゾリンコハク酸塩５０ｍｇ錠,10.4,not in dosing_master.csv
シベノール錠５０ｍｇ,17.6,not in dosing_master.csv
シベンゾリンコハク酸塩１００ｍｇ錠,15.9,not in dosing_master.csv
シベノール錠１００ｍｇ,29.3,not in dosing_master.csv
ピルシカイニド塩酸塩２５ｍｇカプセル,11.9,not in dosing_master.csv
サンリズムカプセル２５ｍｇ,21.2,not in dosing_master.csv
ピルシカイニド塩酸塩５０ｍｇカプセル,19.8,not in dosing_master.csv
サンリズムカプセル５０ｍｇ,35.2,not in dosing_master.csv
タンボコール細粒１０％,90.9,not in dosing_master.csv
タンボコール錠５０ｍｇ,40.5,not in dosing_master.csv
フレカイニド酢酸塩錠５０ｍｇ「ＫＯ」,14.4,not in dosing_master.csv
フレカイニド酢酸塩錠５０ｍｇ「ＴＥ」,14.4,not in dosing_master.csv
フレカイニド酢酸塩錠５０ｍｇ「ＶＴＲＳ」,14.4,not in dosing_master.csv
タンボコール錠１００ｍｇ,69.3,not in dosing_master.csv
フレカイニド酢酸塩錠１００ｍｇ「ＫＯ」,25.0,not in dosing_master.csv
フレカイニド酢酸塩錠１００ｍｇ「ＴＥ」,25.0,not in dosing_master.csv
フレカイニド酢酸塩錠１００ｍｇ「ＶＴＲＳ」,25.0,not in dosing_master.csv
アミオダロン塩酸塩１００ｍｇ錠,72.0,not in dosing_master.csv
アンカロン錠１００,73.6,not in dosing_master.csv
アミオダロン塩酸塩速崩錠５０ｍｇ「ＴＥ」,44.1,not in dosing_master.csv
ベプリコール錠５０ｍｇ,33.6,not in dosing_master.csv
ベプリジル塩酸塩錠５０ｍｇ「ＴＥ」,17.9,not in dosing_master.csv
ベプリコール錠１００ｍｇ,63.7,not in dosing_master.csv
ベプリジル塩酸塩錠１００ｍｇ「ＴＥ」,35.2,not in dosing_master.csv
ピメノールカプセル５０ｍｇ,39.2,not in dosing_master.csv
ピメノールカプセル１００ｍｇ,70.0,not in dosing_master.csv
ソタコール錠４０ｍｇ,108.2,not in dosing_master.csv
ソタロール塩酸塩錠４０ｍｇ「ＴＥ」,33.0,not in dosing_master.csv
ソタロール塩酸塩８０ｍｇ錠,60.3,not in dosing_master.csv
ソタコール錠８０ｍｇ,202.3,not in dosing_master.csv
トリクロルメチアジド２ｍｇ錠,6.4,not in dosing_master.csv
フルイトラン錠２ｍｇ,10.1,not in dosing_master.csv
トリクロルメチアジド１ｍｇ錠,6.4,not in dosing_master.csv
フルイトラン錠１ｍｇ,10.1,not in dosing_master.csv
ヒドロクロロチアジド錠２５ｍｇ「トーワ」,5.9,not in dosing_master.csv
ヒドロクロロチアジド錠１２．５ｍｇ「トーワ」,5.9,not in dosing_master.csv
ヒドロクロロチアジドＯＤ錠１２．５ｍｇ「トーワ」,5.9,not in dosing_master.csv
アルダクトンＡ細粒１０％,49.1,not in dosing_master.csv
スピロノラクトン２５ｍｇ錠,5.9,not in dosing_master.csv
アルダクトンＡ錠２５ｍｇ,13.1,not in dosing_master.csv
スピロノラクトン錠２５ｍｇ「ＣＨ」,10.4,not in dosing_master.csv
アルダクトンＡ錠５０ｍｇ,27.2,not in dosing_master.csv
スピロノラクトン錠５０ｍｇ「ＣＨ」,7.8,not in dosing_master.csv
トリテレン・カプセル５０ｍｇ,19.9,not in dosing_master.csv
アセタゾラミド,81.7,not in dosing_master.csv
ダイアモックス錠２５０ｍｇ,18.0,not in dosing_master.csv
バイカロン錠２５ｍｇ,10.4,not in dosing_master.csv
メフルシド錠２５ｍｇ「日医工」,6.3,not in dosing_master.csv
イソソルビド内服ゼリー７０％分包２０ｇ「日医工」,73.4,not in dosing_master.csv
イソソルビド内服ゼリー７０％分包３０ｇ「日医工」,99.7,not in dosing_master.csv
イソソルビド７０％液,2.6,not in dosing_master.csv
イソバイドシロップ７０％,2.7,not in dosing_master.csv
イソバイドシロップ７０％分包３０ｍＬ,74.2,not in dosing_master.csv
イソソルビド内用液７０％分包３０ｍＬ「ＣＥＯ」,99.7,not in dosing_master.csv
イソバイドシロップ７０％分包２０ｍＬ,55.3,not in dosing_master.csv
イソバイドシロップ７０％分包２３ｍＬ,57.6,not in dosing_master.csv
イソソルビド内用液７０％分包４０ｍＬ「ＣＥＯ」,125.8,not in dosing_master.csv
フロセミド細粒４％「ＥＭＥＣ」,27.4,not in dosing_master.csv
フロセミド２０ｍｇ錠,6.3,not in dosing_master.csv
ラシックス錠２０ｍｇ,10.1,not in dosing_master.csv
フロセミド４０ｍｇ錠,6.6,not in dosing_master.csv
ラシックス錠４０ｍｇ,11.2,not in dosing_master.csv
フロセミド１０ｍｇ錠,6.3,not in dosing_master.csv
ラシックス錠１０ｍｇ,9.6,not in dosing_master.csv
アゾセミド６０ｍｇ錠,11.3,not in dosing_master.csv
ダイアート錠６０ｍｇ,15.5,not in dosing_master.csv
アゾセミド３０ｍｇ錠,10.4,not in dosing_master.csv
ダイアート錠３０ｍｇ,10.7,not in dosing_master.csv
ルプラック錠４ｍｇ,14.4,not in dosing_master.csv
トラセミド錠４ｍｇ「ＫＯ」,6.1,not in dosing_master.csv
ルプラック錠８ｍｇ,23.3,not in dosing_master.csv
トラセミド錠８ｍｇ「ＫＯ」,7.3,not in dosing_master.csv
トラセミドＯＤ錠４ｍｇ「ＴＥ」,6.1,not in dosing_master.csv
トラセミドＯＤ錠８ｍｇ「ＴＥ」,7.3,not in dosing_master.csv
サムスカ顆粒１％,1257.6,not in dosing_master.csv
トルバプタン顆粒１％「トーワ」,556.7,not in dosing_master.csv
トルバプタン顆粒１％「サワイ」,522.8,not in dosing_master.csv
サムスカＯＤ錠７．５ｍｇ,787.4,not in dosing_master.csv
トルバプタンＯＤ錠７．５ｍｇ「ＤＳＥＰ」,309.0,not in dosing_master.csv
トルバプタンＯＤ錠７．５ｍｇ「ＴＥ」,309.0,not in dosing_master.csv
トルバプタンＯＤ錠７．５ｍｇ「オーツカ」,309.0,not in dosing_master.csv
トルバプタンＯＤ錠７．５ｍｇ「ニプロ」,309.0,not in dosing_master.csv
トルバプタンＯＤ錠７．５ｍｇ「サワイ」,309.0,not in dosing_master.csv
トルバプタンＯＤ錠７．５ｍｇ「トーワ」,309.0,not in dosing_master.csv
サムスカＯＤ錠１５ｍｇ,1206.7,not in dosing_master.csv
トルバプタンＯＤ錠１５ｍｇ「ＤＳＥＰ」,538.2,not in dosing_master.csv
トルバプタンＯＤ錠１５ｍｇ「ＴＥ」,538.2,not in dosing_master.csv
トルバプタンＯＤ錠１５ｍｇ「オーツカ」,538.2,not in dosing_master.csv
トルバプタンＯＤ錠１５ｍｇ「サワイ」,538.2,not in dosing_master.csv
トルバプタンＯＤ錠１５ｍｇ「トーワ」,538.2,not in dosing_master.csv
トルバプタンＯＤ錠１５ｍｇ「ニプロ」,538.2,not in dosing_master.csv
トルバプタンＯＤ錠３．７５ｍｇ「ＴＥ」,177.5,not in dosing_master.csv
トルバプタンＯＤ錠３．７５ｍｇ「ニプロ」,177.5,not in dosing_master.csv
ヒドララジン塩酸塩散,8.4,not in dosing_master.csv
ヒドララジン塩酸塩錠,9.7,not in dosing_master.csv
ヒドララジン塩酸塩錠,10.1,not in dosing_master.csv
ヒドララジン塩酸塩錠,9.8,not in dosing_master.csv
レセルピン散０．１％,7.5,not in dosing_master.csv
レセルピン錠,9.8,not in dosing_master.csv
カプトリル細粒５％,17.2,not in dosing_master.csv
カプトリル錠１２．５ｍｇ,8.3,not in dosing_master.csv
カプトリル錠２５ｍｇ,9.6,not in dosing_master.csv
カプトリル－Ｒカプセル１８．７５ｍｇ,21.2,not in dosing_master.csv
エナラプリルマレイン酸塩細粒１％「アメル」,53.2,not in dosing_master.csv
エナラプリルマレイン酸塩２．５ｍｇ錠,10.4,not in dosing_master.csv
レニベース錠２．５,11.0,not in dosing_master.csv
エナラプリルマレイン酸塩５ｍｇ錠,10.4,not in dosing_master.csv
レニベース錠５,13.2,not in dosing_master.csv
エナラプリルマレイン酸塩１０ｍｇ錠,10.4,not in dosing_master.csv
レニベース錠１０,13.9,not in dosing_master.csv
エナラプリルマレイン酸塩錠１０ｍｇ「ＮｉｋＰ」,11.1,not in dosing_master.csv
エナラプリルマレイン酸塩錠１０ｍｇ「杏林」,11.1,not in dosing_master.csv
アラセプリル１２．５ｍｇ錠,9.4,not in dosing_master.csv
アラセプリル２５ｍｇ錠,10.1,not in dosing_master.csv
セタプリル錠２５ｍｇ,15.5,not in dosing_master.csv
アラセプリル５０ｍｇ錠,10.1,not in dosing_master.csv
アデカット７．５ｍｇ錠,14.4,not in dosing_master.csv
アデカット１５ｍｇ錠,21.1,not in dosing_master.csv
アデカット３０ｍｇ錠,30.1,not in dosing_master.csv
リシノプリル５ｍｇ錠,10.4,not in dosing_master.csv
ロンゲス錠５ｍｇ,14.6,not in dosing_master.csv
リシノプリル１０ｍｇ錠,10.4,not in dosing_master.csv
ロンゲス錠１０ｍｇ,18.6,not in dosing_master.csv
リシノプリル錠１０ｍｇ「サワイ」,11.0,not in dosing_master.csv
リシノプリル２０ｍｇ錠,10.4,not in dosing_master.csv
ロンゲス錠２０ｍｇ,19.6,not in dosing_master.csv
リシノプリル錠２０ｍｇ「トーワ」,13.7,not in dosing_master.csv
リシノプリル錠２０ｍｇ「ＮＩＧ」,14.7,not in dosing_master.csv
イミダプリル塩酸塩２．５ｍｇ錠,10.4,not in dosing_master.csv
タナトリル錠２．５,17.9,not in dosing_master.csv
イミダプリル塩酸塩５ｍｇ錠,15.1,not in dosing_master.csv
タナトリル錠５,31.3,not in dosing_master.csv
イミダプリル塩酸塩１０ｍｇ錠,30.2,not in dosing_master.csv
タナトリル錠１０,55.8,not in dosing_master.csv
テモカプリル塩酸塩１ｍｇ錠,10.4,not in dosing_master.csv
エースコール錠１ｍｇ,16.5,not in dosing_master.csv
テモカプリル塩酸塩錠１ｍｇ「フェルゼン」,14.5,not in dosing_master.csv
テモカプリル塩酸塩２ｍｇ錠,17.1,not in dosing_master.csv
エースコール錠２ｍｇ,32.9,not in dosing_master.csv
テモカプリル塩酸塩４ｍｇ錠,34.4,not in dosing_master.csv
エースコール錠４ｍｇ,61.9,not in dosing_master.csv
トランドラプリル０．５ｍｇ錠,14.5,not in dosing_master.csv
オドリック錠０．５ｍｇ,19.6,not in dosing_master.csv
トランドラプリル１ｍｇ錠,15.1,not in dosing_master.csv
オドリック錠１ｍｇ,21.5,not in dosing_master.csv
ペリンドプリルエルブミン２ｍｇ錠,15.8,not in dosing_master.csv
コバシル錠２ｍｇ,28.4,not in dosing_master.csv
ペリンドプリルエルブミン４ｍｇ錠,27.7,not in dosing_master.csv
コバシル錠４ｍｇ,51.1,not in dosing_master.csv
メチルドパ錠,10.4,not in dosing_master.csv
メチルドパ錠（ツルハラ）１２５,13.7,not in dosing_master.csv
メチルドパ錠,16.5,not in dosing_master.csv
アルドメット錠２５０,16.8,not in dosing_master.csv
カタプレス錠７５μｇ,6.1,not in dosing_master.csv
カタプレス錠１５０μｇ,6.1,not in dosing_master.csv
ミニプレス錠０．５ｍｇ,6.1,not in dosing_master.csv
ミニプレス錠１ｍｇ,7.9,not in dosing_master.csv
トランデート錠５０ｍｇ,10.4,not in dosing_master.csv
ラベタロール塩酸塩錠５０ｍｇ「トーワ」,6.4,not in dosing_master.csv
ラベタロール塩酸塩１００ｍｇ錠,10.1,not in dosing_master.csv
トランデート錠１００ｍｇ,17.4,not in dosing_master.csv
メトプロロール酒石酸塩２０ｍｇ錠,7.6,not in dosing_master.csv
セロケン錠２０ｍｇ,10.4,not in dosing_master.csv
ロプレソール錠２０ｍｇ,10.4,not in dosing_master.csv
メトプロロール酒石酸塩４０ｍｇ錠,7.7,not in dosing_master.csv
ロプレソール錠４０ｍｇ,11.8,not in dosing_master.csv
セロケンＬ錠１２０ｍｇ,66.8,not in dosing_master.csv
